frame,id,class_id,class_name,postTime,lon,lat,sog,cog
47,3,0,ship,2026-03-07T13:00:08,119.387719797,32.223330990,12.3330,140.44
47,5,0,ship,2026-03-07T13:00:08,119.384329194,32.225521322,7.1497,303.94
48,3,0,ship,2026-03-07T13:00:10,119.387805781,32.223243135,12.3407,140.38
48,5,0,ship,2026-03-07T13:00:10,119.384264140,32.225558268,7.1716,303.88
49,3,0,ship,2026-03-07T13:00:12,119.387891948,32.223155284,12.3510,140.31
49,5,0,ship,2026-03-07T13:00:12,119.384198832,32.225595266,7.1940,303.81
50,3,0,ship,2026-03-07T13:00:14,119.387978320,32.223067425,12.3637,140.25
50,5,0,ship,2026-03-07T13:00:14,119.384133270,32.225632317,7.2165,303.74
51,3,0,ship,2026-03-07T13:00:16,119.388064912,32.222979542,12.3786,140.19
51,5,0,ship,2026-03-07T13:00:16,119.384067458,32.225669420,7.2387,303.68
52,3,0,ship,2026-03-07T13:00:18,119.388151742,32.222891623,12.3955,140.12
52,5,0,ship,2026-03-07T13:00:18,119.384001401,32.225706573,7.2603,303.62
53,3,0,ship,2026-03-07T13:00:20,119.388238823,32.222803657,12.4141,140.05
53,5,0,ship,2026-03-07T13:00:20,119.383935110,32.225743772,7.2810,303.56
54,3,0,ship,2026-03-07T13:00:22,119.388326165,32.222715636,12.4342,139.99
54,5,0,ship,2026-03-07T13:00:22,119.383868596,32.225781013,7.3004,303.50
55,3,0,ship,2026-03-07T13:00:24,119.388413777,32.222627550,12.4553,139.92
55,5,0,ship,2026-03-07T13:00:24,119.383801877,32.225818289,7.3183,303.44
56,3,0,ship,2026-03-07T13:00:26,119.388501664,32.222539396,12.4772,139.86
56,5,0,ship,2026-03-07T13:00:26,119.383734970,32.225855593,7.3343,303.39
57,3,0,ship,2026-03-07T13:00:28,119.388589828,32.222451169,12.4996,139.79
57,5,0,ship,2026-03-07T13:00:28,119.383667897,32.225892917,7.3482,303.34
58,3,0,ship,2026-03-07T13:00:30,119.388678269,32.222362868,12.5221,139.72
58,5,0,ship,2026-03-07T13:00:30,119.383600680,32.225930252,7.3597,303.29
59,3,0,ship,2026-03-07T13:00:32,119.388766983,32.222274494,12.5443,139.66
59,5,0,ship,2026-03-07T13:00:32,119.383533346,32.225967588,7.3688,303.24
60,3,0,ship,2026-03-07T13:00:34,119.388855964,32.222186049,12.5659,139.60
60,5,0,ship,2026-03-07T13:00:34,119.383465920,32.226004915,7.3753,303.20
61,3,0,ship,2026-03-07T13:00:36,119.388945202,32.222097540,12.5866,139.54
61,5,0,ship,2026-03-07T13:00:36,119.383398431,32.226042223,7.3790,303.16
62,3,0,ship,2026-03-07T13:00:38,119.389034686,32.222008971,12.6060,139.48
62,5,0,ship,2026-03-07T13:00:38,119.383330906,32.226079501,7.3800,303.13
63,3,0,ship,2026-03-07T13:00:40,119.389124399,32.221920352,12.6239,139.42
63,5,0,ship,2026-03-07T13:00:40,119.383263375,32.226116739,7.3781,303.10
64,3,0,ship,2026-03-07T13:00:42,119.389214324,32.221831692,12.6399,139.37
64,5,0,ship,2026-03-07T13:00:42,119.383195866,32.226153926,7.3734,303.07
65,3,0,ship,2026-03-07T13:00:44,119.389304443,32.221743003,12.6538,139.32
65,5,0,ship,2026-03-07T13:00:44,119.383128407,32.226191055,7.3661,303.05
66,3,0,ship,2026-03-07T13:00:46,119.389394732,32.221654297,12.6653,139.27
66,5,0,ship,2026-03-07T13:00:46,119.383061025,32.226228114,7.3561,303.03
67,3,0,ship,2026-03-07T13:00:48,119.389485169,32.221565588,12.6744,139.22
67,5,0,ship,2026-03-07T13:00:48,119.382993746,32.226265098,7.3437,303.02
68,3,0,ship,2026-03-07T13:00:50,119.389575729,32.221476889,12.6809,139.18
68,5,0,ship,2026-03-07T13:00:50,119.382926594,32.226301998,7.3291,303.01
69,3,0,ship,2026-03-07T13:00:52,119.389666385,32.221388216,12.6846,139.14
69,5,0,ship,2026-03-07T13:00:52,119.382859590,32.226338809,7.3125,303.00
70,3,0,ship,2026-03-07T13:00:54,119.389757111,32.221299583,12.6856,139.11
70,5,0,ship,2026-03-07T13:00:54,119.382792754,32.226375527,7.2940,303.00
71,3,0,ship,2026-03-07T13:00:56,119.389847880,32.221211004,12.6837,139.08
71,5,0,ship,2026-03-07T13:00:56,119.382726103,32.226412148,7.2742,303.00
72,3,0,ship,2026-03-07T13:00:58,119.389938664,32.221122493,12.6790,139.05
72,5,0,ship,2026-03-07T13:00:58,119.382659650,32.226448671,7.2532,303.01
73,3,0,ship,2026-03-07T13:01:00,119.390029437,32.221034064,12.6717,139.03
73,5,0,ship,2026-03-07T13:01:00,119.382593407,32.226485096,7.2313,303.02
74,3,0,ship,2026-03-07T13:01:02,119.390120172,32.220945728,12.6617,139.01
74,5,0,ship,2026-03-07T13:01:02,119.382527381,32.226521425,7.2090,303.04
75,3,0,ship,2026-03-07T13:01:04,119.390210843,32.220857499,12.6493,139.00
75,5,0,ship,2026-03-07T13:01:04,119.382461577,32.226557662,7.1865,303.06
76,3,0,ship,2026-03-07T13:01:06,119.390301427,32.220769384,12.6347,138.99
76,5,0,ship,2026-03-07T13:01:06,119.382395996,32.226593810,7.1642,303.09
77,3,0,ship,2026-03-07T13:01:08,119.390391901,32.220681392,12.6181,138.98
77,5,0,ship,2026-03-07T13:01:08,119.382330635,32.226629877,7.1425,303.12
78,3,0,ship,2026-03-07T13:01:10,119.390482245,32.220593529,12.5996,138.98
78,5,0,ship,2026-03-07T13:01:10,119.382265489,32.226665871,7.1217,303.15
79,3,0,ship,2026-03-07T13:01:12,119.390572439,32.220505801,12.5798,138.98
79,5,0,ship,2026-03-07T13:01:12,119.382200550,32.226701801,7.1021,303.19
80,3,0,ship,2026-03-07T13:01:14,119.390662469,32.220418208,12.5588,138.99
80,5,0,ship,2026-03-07T13:01:14,119.382135805,32.226737679,7.0840,303.23
81,3,0,ship,2026-03-07T13:01:16,119.390752319,32.220330751,12.5369,139.00
81,5,0,ship,2026-03-07T13:01:16,119.382071242,32.226773516,7.0678,303.27
82,3,0,ship,2026-03-07T13:01:18,119.390841978,32.220243428,12.5146,139.02
82,5,0,ship,2026-03-07T13:01:18,119.382006844,32.226809326,7.0536,303.32
83,3,0,ship,2026-03-07T13:01:20,119.390931439,32.220156234,12.4921,139.04
83,5,0,ship,2026-03-07T13:01:20,119.381942591,32.226845124,7.0417,303.37
84,3,0,ship,2026-03-07T13:01:22,119.391020694,32.220069163,12.4698,139.07
84,5,0,ship,2026-03-07T13:01:22,119.381878464,32.226880923,7.0322,303.42
85,3,0,ship,2026-03-07T13:01:24,119.391109742,32.219982204,12.4481,139.10
85,5,0,ship,2026-03-07T13:01:24,119.381814439,32.226916741,7.0254,303.48
86,3,0,ship,2026-03-07T13:01:26,119.391198582,32.219895347,12.4273,139.13
86,5,0,ship,2026-03-07T13:01:26,119.381750495,32.226952593,7.0213,303.54
87,3,0,ship,2026-03-07T13:01:28,119.391287215,32.219808579,12.4077,139.17
87,5,0,ship,2026-03-07T13:01:28,119.381686607,32.226988494,7.0200,303.60
88,3,0,ship,2026-03-07T13:01:30,119.391375646,32.219721884,12.3896,139.21
88,5,0,ship,2026-03-07T13:01:30,119.381622752,32.227024462,7.0215,303.66
89,3,0,ship,2026-03-07T13:01:32,119.391463883,32.219635246,12.3734,139.25
89,5,0,ship,2026-03-07T13:01:32,119.381558904,32.227060511,7.0258,303.72
90,3,0,ship,2026-03-07T13:01:34,119.391551934,32.219548646,12.3592,139.30
90,5,0,ship,2026-03-07T13:01:34,119.381495040,32.227096657,7.0328,303.79
91,3,0,ship,2026-03-07T13:01:36,119.391639810,32.219462063,12.3473,139.35
91,5,0,ship,2026-03-07T13:01:36,119.381431139,32.227132914,7.0424,303.85
92,3,0,ship,2026-03-07T13:01:38,119.391727524,32.219375479,12.3378,139.40
92,5,0,ship,2026-03-07T13:01:38,119.381367177,32.227169296,7.0545,303.92
93,3,0,ship,2026-03-07T13:01:40,119.391815091,32.219288870,12.3310,139.46
93,5,0,ship,2026-03-07T13:01:40,119.381303136,32.227205815,7.0688,303.98
94,3,0,ship,2026-03-07T13:01:42,119.391902525,32.219202214,12.3269,139.52
94,5,0,ship,2026-03-07T13:01:42,119.381238996,32.227242482,7.0852,304.05
95,3,0,ship,2026-03-07T13:01:44,119.391989842,32.219115491,12.3256,139.58
95,5,0,ship,2026-03-07T13:01:44,119.381174742,32.227279306,7.1034,304.12
96,3,0,ship,2026-03-07T13:01:46,119.392077059,32.219028677,12.3271,139.64
96,5,0,ship,2026-03-07T13:01:46,119.381110360,32.227316295,7.1231,304.18
97,3,0,ship,2026-03-07T13:01:48,119.392164192,32.218941752,12.3314,139.70
97,5,0,ship,2026-03-07T13:01:48,119.381045839,32.227353454,7.1440,304.25
98,3,0,ship,2026-03-07T13:01:50,119.392251259,32.218854694,12.3384,139.77
98,5,0,ship,2026-03-07T13:01:50,119.380981171,32.227390788,7.1658,304.31
99,3,0,ship,2026-03-07T13:01:52,119.392338276,32.218767484,12.3480,139.83
99,5,0,ship,2026-03-07T13:01:52,119.380916350,32.227428297,7.1881,304.37
100,3,0,ship,2026-03-07T13:01:54,119.392425259,32.218680104,12.3601,139.90
100,5,0,ship,2026-03-07T13:01:54,119.380851373,32.227465983,7.2105,304.44
101,3,0,ship,2026-03-07T13:01:56,119.392512223,32.218592537,12.3744,139.96
102,3,0,ship,2026-03-07T13:01:58,119.392599181,32.218504768,12.3908,140.03
103,3,0,ship,2026-03-07T13:02:00,119.392686146,32.218416784,12.4090,140.10
104,3,0,ship,2026-03-07T13:02:02,119.392773129,32.218328577,12.4287,140.16
105,3,0,ship,2026-03-07T13:02:04,119.392860139,32.218240138,12.4496,140.23
106,3,0,ship,2026-03-07T13:02:06,119.392947185,32.218151461,12.4714,140.29
107,3,0,ship,2026-03-07T13:02:08,119.393034271,32.218062546,12.4937,140.35
